T14,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
36,Australia,1995,Balance of Payments: Capital account (millions of US dollars),-300,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2010,Balance of Payments: Capital account (millions of US dollars),-287,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2015,Balance of Payments: Capital account (millions of US dollars),-456,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2018,Balance of Payments: Capital account (millions of US dollars),-361,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2019,Balance of Payments: Capital account (millions of US dollars),-554,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2020,Balance of Payments: Capital account (millions of US dollars),-743,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,1995,Balance of Payments: Financial account (millions of US dollars),"-18,866",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2010,Balance of Payments: Financial account (millions of US dollars),"-44,105",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2015,Balance of Payments: Financial account (millions of US dollars),"-58,333",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2018,Balance of Payments: Financial account (millions of US dollars),"-35,834",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2019,Balance of Payments: Financial account (millions of US dollars),"5,619",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
36,Australia,2020,Balance of Payments: Financial account (millions of US dollars),"28,969",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2010,Balance of Payments: Current account (millions of US dollars),"11,472",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2015,Balance of Payments: Current account (millions of US dollars),"6,634",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2018,Balance of Payments: Current account (millions of US dollars),"5,991",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2019,Balance of Payments: Current account (millions of US dollars),"12,666",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2020,Balance of Payments: Current account (millions of US dollars),"10,781",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2010,Balance of Payments: Capital account (millions of US dollars),268,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2015,Balance of Payments: Capital account (millions of US dollars),"-1,988",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2018,Balance of Payments: Capital account (millions of US dollars),"-2,629",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2019,Balance of Payments: Capital account (millions of US dollars),-289,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2020,Balance of Payments: Capital account (millions of US dollars),-658,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2010,Balance of Payments: Financial account (millions of US dollars),"4,753",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2015,Balance of Payments: Financial account (millions of US dollars),"4,493",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2018,Balance of Payments: Financial account (millions of US dollars),"8,358",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2019,Balance of Payments: Financial account (millions of US dollars),"18,960",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
40,Austria,2020,Balance of Payments: Financial account (millions of US dollars),"5,877",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,1995,Balance of Payments: Current account (millions of US dollars),-401,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2010,Balance of Payments: Current account (millions of US dollars),"15,040",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2015,Balance of Payments: Current account (millions of US dollars),-222,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2018,Balance of Payments: Current account (millions of US dollars),"6,051",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2019,Balance of Payments: Current account (millions of US dollars),"4,365",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2020,Balance of Payments: Current account (millions of US dollars),-228,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,1995,Balance of Payments: Capital account (millions of US dollars),-2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2015,Balance of Payments: Capital account (millions of US dollars),-44,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2018,Balance of Payments: Capital account (millions of US dollars),1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2019,Balance of Payments: Capital account (millions of US dollars),-19,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2020,Balance of Payments: Capital account (millions of US dollars),-7,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,1995,Balance of Payments: Financial account (millions of US dollars),-342,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2010,Balance of Payments: Financial account (millions of US dollars),"14,065",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2015,Balance of Payments: Financial account (millions of US dollars),"-2,352",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2018,Balance of Payments: Financial account (millions of US dollars),"6,699",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2019,Balance of Payments: Financial account (millions of US dollars),"5,008",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
31,Azerbaijan,2020,Balance of Payments: Financial account (millions of US dollars),413,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
44,Bahamas,1985,Balance of Payments: Current account (millions of US dollars),-3,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
44,Bahamas,1995,Balance of Payments: Current account (millions of US dollars),-146,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
44,Bahamas,2010,Balance of Payments: Current account (millions of US dollars),-814,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
44,Bahamas,2015,Balance of Payments: Current account (millions of US dollars),"-1,203",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
44,Bahamas,2018,Balance of Payments: Current account (millions of US dollars),"-1,115",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
44,Bahamas,2019,Balance of Payments: Current account (millions of US dollars),526,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
44,Bahamas,2020,Balance of Payments: Current account (millions of US dollars),"-2,065",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
44,Bahamas,1985,Balance of Payments: Financial account (millions of US dollars),30,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
